content	label
I am looking for a 3 star hotel with free parking in Cambridge.	not
Hi, can you look up Darrys Cookhouse and Wine Shop for me?	not
Can you help me find a restaurant called little seoul?	not
Hi, I am looking for a restaurant called the hotspot.	not
Hello, can you help me find a cheap guesthouse?	not
I need to find a restaurant in the west part of town. It should be in the cheap price range.	area
Hi, can you give me some information on places to stay for my upcoming trip?	not
I'm looking for a 4 Star hotel and it doesn't have to include internet.	not
Can you give me the phone number of a moderately priced restaurant in the North part of town?	area
Do you know much about hotels?	not
I need help finding a very inexpensive place to eat located in the north, can you help me?	area
I'm looking for an indian restaurant that is priced moderately.	not
Can you find me a very nice hotel in the west? Money is not an issue.	area
Can you help me find a place to stay in the north that includes free wifi?	area
Hello! I am looking for a play stay, I would like it in the expensive range and to stay in the north	area
Are there any rooms available in hotels with free parking?	not
I'm looking to stay at a moderate priced place with free parking.	not
Can you help me find a cheapt italian restaurant?	not
I'd like some help picking out a restaurant.	not
I would like to find a cheap restaurant in the east part of town.	area
Yes, I'm looking for a restaurant that serves American food and is in the center of town.	area
I am looking for an expensive restaurant in the centre.	area
Hello I am looking for an expensive restaurant on the east side of town. Any suggestions?	area
Hi. I am hoping you can help me find a cheap Indian restaurant.	not
Hi, I'm looking a 4 star place to stay on the northside.	area
I'd like to find panasian food for cheap please.	not
Hello, can you help me find a pricey Singaporean restaurant in Cambridge?	not
I would like recommendations for italian restaurants.	not
I would like to eat at an expensive european food restaurant	not
I need a place to stay that has 4 stars and includes free parking.	not
Could you help me find the Cambridge Belfry?	not
I'm looking for a hotel in the north to stay in. Can you help me?	area
Do you have directions to a guesthouse I can rent in the west of Cambridge?	area
I am looking for a restaurant called Saint Johns Chop House, can you help me find it?	not
Hello, I am looking for a restaurant in any area that serves danish food.	area
Hi, I'm looking for a steakhouse, please.	not
I am looking for a restaurant to book a reservation. I want asian oriental in the expensive price range	not
Can you find a restaurant called Panahar?	not
I want to find a moderately priced restaurant serving european food.	not
I am looking for a moderately priced restaurant in the west part of town.	area
I am looking for fitzbillies in Cambridge.	not
Could you help me find a place to stay? I am looking for a hotel in the east part of town and it needs free wifi.	area
I am looking for a restaurant that serves international food!	not
I need to find a 4 star hotel that also has free parking.	not
I'm looking for a 4-star place that's moderately priced.	not
Hi! Do you have any Indian food on the east side?	area
Hello, I am looking for a restaurant that serves Moroccan food.	not
I want to eat fine british food.	not
I've heard about a hotel called Kirkwood House, but the only thing I know about it is the name. Can you tell me more?	not
Hello, I am looking for a four star hotel on the north side	area
Hi, I am looking forward to trying some local restaurants when I visit Cambridge next month. Are there any good ones?	not
Can you help me find some cheap Italian food?	not
Hi, I am planning a trip and need some information on a particular hotel.	not
I looking for a restaurant in centre.	area
I'm looking for a moderately priced hotel.	not
Looking for a restaurant in the east side that serves basque food.	area
I am looking for a moderate restaurant in the centre. Could you help me with this?	area
i want some mexican food.	not
I am looking for a guesthouse to stay in when I visit next month.	not
I'm looking for a particular restaurant called michaelhouse cafe.	not
I need to find a cheap restaurant on the North side	area
I am looking for a cheap restaurant that serves Polish food.	not
I need a place to eat that serves sea food.	not
I am looking for a pricey place to stay. Please help me if you can.	not
I would like to find a moderately priced hotel to stay in that includes free parking. Can you help me?	not
I am looking for information on the leverton house hotel	not
Hi, I need a hotel with wifi, please.	not
Hi. Could you help me find an expensive restaurant that serves Catalan food?	not
I'd like to dine at a restaurant in the west part of town. Can you help me find one?	area
